F2:6D:89:DF:9B:04,1699200840159,mt-knot-front,-57
E1:3B:27:F4:89:31,1699200830110,mt-knot-front,-81
F2:6D:89:DF:9B:04,1699200846177,mt-knot-back,-71
,,,
F2:6D:89:DF:9B:04,1699200855128,mt-knot-front,-60
,,,
F2:6D:89:DF:9B:04,1699200861150,mt-knot-back,-65
,,,
F2:6D:89:DF:9B:04,1699200871178,mt-knot-front,-58
,,,
F2:6D:89:DF:9B:04,1699200875190,mt-knot-back,-63
,,,
F2:6D:89:DF:9B:04,1699200885196,mt-knot-front,-56
,,,
F2:6D:89:DF:9B:04,1699200889205,mt-knot-back,-66
,,,
F2:6D:89:DF:9B:04,1699200901232,mt-knot-front,-50
E1:3B:27:F4:89:31,1699200900918,mt-knot-front,-79
F2:6D:89:DF:9B:04,1699200903243,mt-knot-back,-72
,,,
F2:6D:89:DF:9B:04,1699200915273,mt-knot-front,-51
,,,
F2:6D:89:DF:9B:04,1699200919288,mt-knot-back,-62
,,,
F2:6D:89:DF:9B:04,1699200931325,mt-knot-front,-59
,,,
F2:6D:89:DF:9B:04,1699200935336,mt-knot-back,-72
,,,
F2:6D:89:DF:9B:04,1699200945344,mt-knot-front,-66
E1:3B:27:F4:89:31,1699200938477,mt-knot-front,-79
F2:6D:89:DF:9B:04,1699200951354,mt-knot-back,-70
,,,
F2:6D:89:DF:9B:04,1699200961373,mt-knot-front,-48
E1:3B:27:F4:89:31,1699200961019,mt-knot-front,-67
F2:6D:89:DF:9B:04,1699200965389,mt-knot-back,-53
E1:3B:27:F4:89:31,1699200966034,mt-knot-back,-75
F2:6D:89:DF:9B:04,1699200976326,mt-knot-front,-52
E1:3B:27:F4:89:31,1699200976047,mt-knot-front,-65
F2:6D:89:DF:9B:04,1699200980335,mt-knot-back,-57
E1:3B:27:F4:89:31,1699200968536,mt-knot-back,-75
F2:6D:89:DF:9B:04,1699200990366,mt-knot-front,-68
E1:3B:27:F4:89:31,1699200991081,mt-knot-front,-62
F2:6D:89:DF:9B:04,1699200996382,mt-knot-back,-48
E1:3B:27:F4:89:31,1699200993588,mt-knot-back,-70
F2:6D:89:DF:9B:04,1699201004391,mt-knot-front,-71
E1:3B:27:F4:89:31,1699201006121,mt-knot-front,-64
F2:6D:89:DF:9B:04,1699201010401,mt-knot-back,-65
E1:3B:27:F4:89:31,1699201011126,mt-knot-back,-67
F2:6D:89:DF:9B:04,1699201014406,mt-knot-front,-66
E1:3B:27:F4:89:31,1699201021136,mt-knot-front,-58
F2:6D:89:DF:9B:04,1699201026437,mt-knot-back,-54
E1:3B:27:F4:89:31,1699201021140,mt-knot-back,-72
F2:6D:89:DF:9B:04,1699201036473,mt-knot-front,-71
E1:3B:27:F4:89:31,1699201036172,mt-knot-front,-60
F2:6D:89:DF:9B:04,1699201040477,mt-knot-back,-55
E1:3B:27:F4:89:31,1699201041179,mt-knot-back,-65
F2:6D:89:DF:9B:04,1699201050505,mt-knot-front,-66
E1:3B:27:F4:89:31,1699201051187,mt-knot-front,-72
F2:6D:89:DF:9B:04,1699201056529,mt-knot-back,-63
E1:3B:27:F4:89:31,1699201056199,mt-knot-back,-51
F2:6D:89:DF:9B:04,1699201060535,mt-knot-front,-67
E1:3B:27:F4:89:31,1699201066203,mt-knot-front,-69
F2:6D:89:DF:9B:04,1699201070548,mt-knot-back,-61
E1:3B:27:F4:89:31,1699201068709,mt-knot-back,-44
F2:6D:89:DF:9B:04,1699201072548,mt-knot-front,-84
E1:3B:27:F4:89:31,1699201081236,mt-knot-front,-69
F2:6D:89:DF:9B:04,1699201086580,mt-knot-back,-61
E1:3B:27:F4:89:31,1699201086250,mt-knot-back,-68
F2:6D:89:DF:9B:04,1699201092599,mt-knot-front,-80
E1:3B:27:F4:89:31,1699201096259,mt-knot-front,-56
F2:6D:89:DF:9B:04,1699201100627,mt-knot-back,-68
E1:3B:27:F4:89:31,1699201096260,mt-knot-back,-75
F2:6D:89:DF:9B:04,1699201098621,mt-knot-front,-71
E1:3B:27:F4:89:31,1699201111288,mt-knot-front,-52
F2:6D:89:DF:9B:04,1699201112659,mt-knot-back,-64
E1:3B:27:F4:89:31,1699201116297,mt-knot-back,-60
F2:6D:89:DF:9B:04,1699201124687,mt-knot-front,-79
E1:3B:27:F4:89:31,1699201126317,mt-knot-front,-66
F2:6D:89:DF:9B:04,1699201128691,mt-knot-back,-63
E1:3B:27:F4:89:31,1699201131328,mt-knot-back,-44
,,,
E1:3B:27:F4:89:31,1699201141340,mt-knot-front,-68
F2:6D:89:DF:9B:04,1699201144724,mt-knot-back,-72
E1:3B:27:F4:89:31,1699201143853,mt-knot-back,-56
,,,
E1:3B:27:F4:89:31,1699201151366,mt-knot-front,-70
F2:6D:89:DF:9B:04,1699201160773,mt-knot-back,-62
E1:3B:27:F4:89:31,1699201161390,mt-knot-back,-62
